Protein ID,Gene name,Control1,Control2,Control3,Disease1,Disease2,Disease3
Q9BQB6, VKORC1 ,-0.550590018,-0.714269406,-0.285502244,-0.167494495,-0.934054417,-0.427361012
Q9BQD7, FAM173A ,-5.663441251,-5.886146381,-6.644103981,-5.110969958,-5.790230603,-6.450957314
Q9BQE3, TUBA1C ,4.22073359,3.553439824,4.532432775,4.22769587,3.891350424,4.070237364
Q9BQE4, VIMP ,-0.094703978,0.382490611,0.321108161,0.115807105,0.705297297,0.430387265
Q9BQE5, APOL2 ,2.711753191,2.618002298,2.351608973,2.531026746,2.186050039,2.52023849
Q9BQE9, BCL7B ,-3.928846696,-4.564864742,-4.543882036,-4.028440613,-4.55271125,-3.868708204
Q9BQG2, NUDT12 ,-1.638687469,-2.349788187,-1.8735352,-1.77428083,-2.430890049,-1.884314856
Q9BQI0, AIF1L ,-0.646046409,0.34176719,0.357721781,0.151747017,0.06630135,-0.889029964
Q9BQI9, NRIP2 ,-0.264104652,0.132806862,0.206429338,-0.522756661,-0.187348833,0.15925995
Q9BQK8, LPIN3 ,-2.551416541,-2.428372621,-2.49937203,-1.644891458,-1.618179885,-2.286619399
Q9BQP7, MGME1 ,-1.952701109,-1.99737968,-1.756189165,-1.623168501,-1.587385469,-1.66072258
Q9BQR3, PRSS27 ,-3.28307702,-3.020825063,-4.211761932,-1.934992834,-3.935668329,-3.483847486
Q9BQS7, HEPH ,-3.305869322,-3.944476005,-3.329324863,-2.439074207,-3.523911683,-3.704558674
Q9BQS8, FYCO1 ,2.531697529,2.229742179,2.130075398,2.531838721,2.441425067,2.356032146
Q9BR39, JPH2 ,3.644712219,3.280467867,3.296754566,4.066720602,3.638852527,3.93537756
Q9BR76, CORO1B ,0.056259577,-0.106679837,0.013151538,-0.286018486,0.022929573,-0.1887973
Q9BRA2, TXNDC17 ,0.297121595,0.165328004,0.375053968,1.079474099,1.731804119,0.652613981
Q9BRF8, CPPED1 ,1.32929344,1.197608719,1.089154158,1.469728285,1.438664424,1.145021292
Q9BRG1, VPS25 ,-0.775773853,-0.638960615,-0.737442215,-0.455377729,-0.720226833,-0.759530773
Q9BRJ2, MRPL45 ,1.978268907,1.851416927,2.022979276,1.440418728,1.978360427,2.143904895
Q9BRJ6, C7orf50 ,-3.530335412,-3.61192046,-3.729720232,-3.459303591,-3.769110573,-3.52444915
Q9BRK5, SDF4 ,-3.234632964,-3.049128158,-3.211232146,-3.061656065,-3.345985212,-3.254468507
Q9BRP8, WIBG ,-1.085140156,-0.2889239,-0.069697391,-0.856999769,0.042630483,-0.989385654
Q9BRQ6, CHCHD6 ,1.457561238,1.667157527,1.937666725,1.434588885,1.767370288,1.554156919
Q9BRQ8, AIFM2 ,-1.318868871,-1.029632589,-1.30741702,-1.135171011,-1.315280663,-1.530647091
Q9BRR6, ADPGK ,-0.779677092,-0.876171207,-0.808451472,-0.740191257,-0.302566901,-0.899069069
Q9BRS8, LARP6 ,-4.39969221,-5.354463806,-4.856037674,-4.578180123,-4.462451636,-4.515484082
Q9BRT2, UQCC2 ,0.29092634,1.134749081,1.602866823,0.899856064,1.453050099,1.062610188
Q9BRT3, MIEN1 ,1.069318698,1.138129272,0.931302661,1.021938692,0.948392957,0.863035381
Q9BRX2, PELO ,1.052126306,1.239956978,0.616111821,1.205476109,1.346974131,0.815945743
Q9BRX8, FAM213A ,0.780750571,0.538771013,0.302895136,1.000682664,0.06155056,0.644725364
Q9BRZ2, TRIM56 ,-3.095444276,-3.872621293,-2.675611585,-4.174682711,-3.833492264,-3.271473484
Q9BS26, ERP44 ,1.661368741,1.488327612,1.480447963,1.809922366,1.562377415,1.487362842
Q9BS40, LXN ,-1.901370591,-1.603859759,-1.704448731,-1.751929861,-1.615134081,-1.839267461
Q9BS92, NIPSNAP3B ,1.386977494,1.786377805,1.653436624,1.018466854,0.794274752,1.603178569
Q9BSD7, NTPCR ,0.532603154,-0.109978235,0.512394446,0.611733807,0.526541205,0.481737987
Q9BSF0, C2orf88 ,-3.535489274,-3.637395907,-3.310780432,-3.85601069,-3.39159752,-3.834545692
Q9BSF4, C19orf52 ,-1.597742288,-1.832043338,-1.460909797,-1.371330025,-0.989259638,-1.56423041
Q9BSH4, TACO1 ,1.665439482,1.914143017,1.811475171,1.799907002,1.840142573,1.737034316
Q9BSH5, HDHD3 ,0.93950451,0.89249627,1.349889743,0.696022531,1.148852439,1.348244662
Q9BSJ2, TUBGCP2 ,-1.775877343,-2.169422391,-2.49756217,-1.307617376,-2.431157855,-2.213067096
Q9BSJ5, C17orf80 ,-2.399118206,-2.560990346,-2.471254006,-2.232572416,-1.983798574,-2.313902032
Q9BSJ8, ESYT1 ,1.214170311,1.212020619,1.093127344,1.325938364,1.216020079,1.377879901
Q9BSL1, UBAC1 ,0.719421409,0.916315991,1.058690134,0.872751347,0.899359855,0.698621529
Q9BSV6, TSEN34 ,-4.025052488,-3.648727282,-4.033789494,-4.338647028,-3.884103588,-4.861715001
Q9BSW2, CRACR2A ,-1.949040137,-2.174889297,-1.976277896,-2.199107923,-2.64373721,-2.048733092
Q9BSY4, CHCHD5 ,-3.490705127,-2.438407363,-2.147542516,-3.058061736,-1.620977531,-2.484875587
Q9BT09, CNPY3 ,-3.088401027,-2.768264903,-2.789202075,-3.60109439,-3.368119634,-3.014471286
Q9BT22, ALG1,-5.098150456,-5.639655073,-5.300533295,-3.328408088,-3.844685874,-5.29442727
Q9BT30, ALKBH7 ,-0.728972302,-0.919953686,-0.883770603,-0.69396214,-0.803366913,-0.70045326
Q9BT73, PSMG3 ,-3.05161855,-3.308007801,-2.711923852,-3.042647577,-2.966907245,-3.393878391
Q9BT78, COPS4 ,1.120533973,1.474394471,1.781066853,1.708324748,1.574377849,1.439939759
Q9BTC0, DIDO1 ,-0.254603049,-0.526392296,-0.536817517,-0.195418652,-0.348248759,-0.305235946
Q9BTE1, DCTN5 ,-0.49059189,-0.790396589,-0.774791461,-0.611580526,-0.979679574,-0.645629235
Q9BTE3, MCMBP ,-2.563395088,-2.670129572,-2.415633635,-2.236629559,-1.619323721,-2.414884691
Q9BTE6, AARSD1 ,0.14326071,0.249548542,-0.052908725,-0.156132001,-0.031735982,0.202176997
Q9BTE7, DCUN1D5 ,2.234820316,2.331339015,1.841787715,2.443356224,2.405789729,2.29347373
Q9BTM9, URM1 ,-4.666098714,-4.471771503,-4.967095488,-5.332219838,-4.658162851,-5.446717367
Q9BTT0, ANP32E ,-2.307903084,-1.772701502,-1.996659915,-2.104785254,-2.223845711,-2.165790091
Q9BTU6, PI4K2A ,-1.259008448,-1.35458676,-1.232935243,-1.565063816,-1.249847949,-1.190298348
Q9BTV4, TMEM43 ,1.529256479,1.574396757,1.467959395,1.786361627,1.37773309,1.686728438
Q9BTW9, TBCD ,-0.583542778,-0.504942032,-0.480299944,-0.05544281,-0.432754566,-0.418977715
Q9BTX1, NDC1 ,-0.423014545,-0.760376182,-0.699053386,-0.619033291,-0.829456669,-0.367834671
Q9BTY2, FUCA2 ,-3.255107904,-3.327621782,-3.282345564,-3.493262099,-3.522151457,-3.416567356
Q9BTY7, HGH1 ,-0.766387251,-0.868289904,-0.81662123,-0.611124153,-0.898905,-0.801163902
Q9BTZ2, DHRS4 ,0.191906975,-0.073299052,0.193016852,0.045472914,0.571178196,0.265892736
Q9BU02, THTPA ,0.809315125,0.998742766,0.890585268,1.010735736,0.821061489,0.721069922
Q9BU23, LMF2 ,-2.983602545,-3.149116157,-3.433936529,-3.211843081,-2.91061993,-2.839718895
Q9BU61, NDUFAF3 ,1.042279186,0.904922257,1.141838545,0.987505905,1.080010405,1.455421409
Q9BU89, DOHH ,-0.300986057,-0.158062529,-0.114028987,0.027580986,0.050524045,-0.342092869
Q9BUB5, MKNK1 ,-1.499223327,-1.181467133,-1.800128529,-1.112940203,-1.326757353,-1.628994873
Q9BUB7, TMEM70 ,-2.364881734,-2.630274152,-2.569296826,-2.343793878,-2.653676758,-2.394656846
Q9BUE0, MED18 ,-1.450944178,-1.282901892,-1.644809656,-1.388545498,-1.593741787,-1.421803472
Q9BUE6, ISCA1 ,-0.8528587,-0.827168674,-1.189937691,-1.01154736,-1.036694066,-0.598406553
Q9BUF5, TUBB6 ,1.597090739,1.309768956,1.305581634,1.798558174,1.267053367,1.418351881
Q9BUH6, C9orf142 ,0.437691228,0.511893378,0.338852965,-0.026900615,0.263592984,0.307656221
Q9BUJ2, HNRNPUL1 ,2.155685442,2.336129757,2.018186733,2.126069574,1.984334328,2.290562135
Q9BUK0, CHCHD7 ,-2.36446666,-1.354810338,-0.2253822,-2.01690891,-0.743110327,-1.489334048
Q9BUK6, MSTO1 ,-1.675091094,-1.508311057,-1.597080925,-1.63664062,-1.562847779,-1.750691071
Q9BUL8, PDCD10 ,1.802111288,1.972418404,2.031398061,2.162082101,2.216821502,2.289216337
Q9BUN5, CCDC28B ,-3.466516845,-3.869950597,-3.287213449,-3.471843925,-3.355441942,-3.336493558
Q9BUP0, EFHD1 ,0.132420074,0.934898263,0.705757725,0.067509872,1.361332646,0.948456158
Q9BUP3, HTATIP2 ,-2.071060406,-1.803611513,-2.232630569,-1.910062795,-1.799328172,-1.907994571
Q9BUQ8, DDX23 ,-1.906195663,-2.226529058,-2.157663521,-2.097132556,-2.164849953,-1.628994873
Q9BUR5, APOO ,2.963518294,3.173102735,2.924468508,2.571578483,2.908041987,3.174295348
Q9BUT1, BDH2 ,0.522118913,1.101574115,0.562386223,0.248142006,0.47801494,0.151010257
Q9BUT9, FAM195A ,-2.426692959,-2.932329568,-1.56018309,-2.653216601,-2.644746205,-2.268273049
Q9BV19, C1orf50 ,-1.836180377,-1.929745959,-1.847916772,-1.714193503,-1.621232132,-1.946054357
Q9BV20, MRI1 ,0.926418751,1.039451588,1.025622451,0.808729059,0.822630056,0.821619991
Q9BV23, ABHD6 ,-2.293706831,-2.71714087,-2.645930863,-2.747996815,-2.628456024,-2.355116791
Q9BV36, MLPH ,-1.886693405,-2.262413821,-2.261774354,-1.717277384,-1.627100384,-2.090983794
Q9BV38, WDR18 ,-0.321283508,-0.337805878,-0.543192916,-0.463887497,-0.5182462,-0.511170855
Q9BV57, ADI1 ,-0.406202919,0.231232471,-0.295622206,-0.010171399,-0.54028436,-0.503803289
Q9BV68, RNF126 ,-0.747592317,-0.550773235,-0.673104603,-0.880063434,-0.733582996,-0.73846983
Q9BV73, CEP250 ,-0.457652152,-0.980462737,-1.574079708,-0.586948313,-0.948916632,-0.389798374
Q9BV79, MECR ,1.658563429,1.20762698,1.415180541,1.111468287,1.671113054,1.38335623
Q9BV86, NTMT1 ,1.174998917,1.217388179,1.426289206,0.881788912,0.578734645,1.071379602
Q9BVA0, KATNB1 ,-1.692047421,-1.419634497,-1.644332811,-1.944455847,-1.093491556,-1.981892246
Q9BVA1, TUBB2B ,-3.398480692,-2.496854401,-3.136133762,-4.286497279,-2.600628173,-3.048823859
Q9BVC4, MLST8 ,-2.351658228,-1.940359897,-2.04222949,-1.910816818,-2.158240185,-2.050435923
Q9BVC6, TMEM109 ,1.230061276,0.622995649,1.407008235,1.937287957,1.645415517,1.710132455
Q9BVG4, PBDC1 ,-0.763648129,-0.892916188,-0.837046,-0.871996007,-0.737924626,-0.797775332
Q9BVG9, PTDSS2 ,-0.9154764,-1.327073333,-0.503895824,-0.953369689,-0.714239691,-1.199400555
Q9BVJ7, DUSP23 ,-6.43790708,-5.11197369,-6.569020765,-7.059640714,-5.967813501,-6.498066327
Q9BVK6, TMED9 ,0.66683615,0.526988296,0.801774695,0.53522931,0.527661209,0.786678595
Q9BVL4, SELO ,0.450147548,0.599099237,0.182740654,0.505325512,0.563413944,0.220556129
Q9BVM2, DPCD ,0.553208495,0.731359673,0.093466883,0.672116955,0.330646067,0.337433858
Q9BVQ7, SPATA5L1 ,-1.992073498,-1.811146384,-1.746945203,-2.044477337,-1.778024424,-1.827929917
Q9BVS5, TRMT61B ,0.522399484,-0.147009202,0.486284535,0.444564045,0.050284268,0.057902499
Q9BVT8, TMUB1 ,-0.645447486,-0.440808323,-0.777337913,-0.647830555,-0.890058094,-0.645028773
Q9BVV7, TIMM21 ,1.834220748,1.593823238,1.504164774,1.650910389,1.864099208,1.875599365
Q9BW30, TPPP3 ,1.885179956,2.480399087,1.930482669,1.613185323,1.963581831,2.037781754
Q9BW60, ELOVL1 ,-5.118653994,-3.92778218,-4.49208182,-4.981170843,-4.485813395,-4.514794352
Q9BW61, DDA1 ,-3.27906205,-2.953420625,-3.215900952,-3.312718123,-3.023089613,-3.259869411
Q9BW62, KATNAL1 ,-0.552302626,-0.414250892,-0.758638453,-0.646226669,-0.832401246,-0.649968558
Q9BW71, HIRIP3 ,-2.2259731,-2.169520711,-2.529897521,-1.812414525,-2.355081959,-2.380165929
Q9BW72, HIGD2A ,-1.541881334,-1.655355637,-1.406730272,-1.093776728,-1.093756506,-1.286485612
Q9BW83, IFT27 ,-3.968006033,-4.129856827,-3.162691021,-4.972033878,-5.374071372,-4.8357981
Q9BW85, CCDC94 ,-2.121982821,-2.27944926,-1.761479676,-2.219872448,-2.414889898,-2.223658775
Q9BW91, NUDT9 ,2.108997561,1.953836721,1.841574959,1.754210058,2.083353939,1.8831272
Q9BW92, TARS2 ,0.281790466,-0.103976069,0.068522604,0.006875822,0.244542074,0.177802589
Q9BWD1, ACAT2 ,-3.824087641,-4.16767342,-4.084312971,-3.684781691,-3.587161639,-3.798576416
Q9BWF3, RBM4 ,1.522399484,1.459093826,1.348662605,1.496791774,1.374831758,1.651200353
Q9BWH2, FUNDC2 ,0.533995314,0.280917655,0.695222862,0.014078297,0.260245222,0.310666217
Q9BWH6, RPAP1 ,-5.268636289,-5.549633923,-5.057781963,-5.029555309,-4.132607873,-4.876379675
Q9BWJ5, SF3B5 ,-2.622591504,-2.647631217,-2.325077081,-2.210617829,-2.115900765,-2.381165569
Q9BWM7, SFXN3 ,-0.058920553,-0.047884991,0.026053148,0.085037042,0.041344193,-0.152836479
Q9BWP8, COLEC11 ,-2.892411728,-3.529480568,-2.553698754,-2.995053762,-2.562114392,-2.917452056
Q9BWS9, CHID1 ,0.703920315,0.112127745,0.419890804,0.449416496,0.120639339,0.924716694
Q9BWU0, SLC4A1AP ,-1.519990142,-1.457337707,-1.69047489,-1.497714308,-1.495139067,-1.531043273
Q9BX40, LSM14B ,-0.519527962,-0.435655624,-0.561870651,-0.580360799,-0.535477775,-0.658080638
Q9BX46, RBM24,0.75495578,0.559236175,0.852807988,0.719538437,0.453775451,0.660754602
Q9BX59, TAPBPL ,-0.946125796,-1.596405495,-0.70880451,0.193471699,-0.288346036,-1.494810641
Q9BX66, SORBS1 ,4.59121825,4.576202802,4.392340185,4.649159638,4.548791886,4.545963092
Q9BX67, JAM3 ,-1.358978168,-1.784549372,-1.374441345,-1.630813682,-1.866718126,-1.367021038
Q9BX68, HINT2 ,1.459613854,1.487977023,1.1223198,1.468525936,1.569645415,1.317657881
Q9BX97, PLVAP ,0.128905052,1.063075193,-1.159297666,-1.142218416,-1.316310865,0.361068893
Q9BXF6, RAB11FIP5 ,0.742485599,0.887897377,0.592056104,0.762485192,0.503547947,0.742240265
Q9BXI3, NT5C1A ,0.79208146,0.121098316,0.848981629,1.713929479,0.74860115,1.004886652
Q9BXJ8, TMEM120A ,-2.988199457,-3.027848951,-2.851572402,-3.155086191,-2.989801952,-3.273991208
Q9BXJ9, NAA15 ,2.061617118,2.241898881,2.141613897,1.949162058,1.69214077,1.691660443
Q9BXK5, BCL2L13 ,3.715485036,3.495515362,3.256426272,3.79281154,3.686398277,3.742863063
Q9BXN1, ASPN ,0.084656604,1.984066972,0.42631758,0.210832771,0.514366247,0.709797179
Q9BXP5, SRRT ,1.326484375,1.051259013,1.017113278,1.313062645,1.151220738,1.455821325
Q9BXR0, QTRT1 ,0.441865185,0.133305116,0.770578042,0.55691647,0.511582184,0.525277344
Q9BXR6, CFHR5 ,1.03364438,0.763901089,1.075143104,0.265180855,0.402975629,0.934319675
Q9BXS4, TMEM59 ,-4.257919087,-4.345238727,-4.302367752,-4.348959154,-3.613714904,-4.155027045
Q9BXS5, AP1M1 ,0.011208904,-0.038202437,-0.06346837,-0.279684262,-0.09977512,0.020623965
Q9BXT4, TDRD1 ,0.059530623,0.846381125,-0.269419757,0.187900214,1.149244316,0.447158391
Q9BXW6, OSBPL1A ,-0.113021274,-0.331604285,-0.616298951,-0.369730004,-0.320077358,-0.304592317
Q9BXW7, CECR5 ,2.838733933,2.352056318,2.547854052,2.193210433,2.499294427,2.957451119
Q9BXX0, EMILIN2 ,1.123866048,1.19484265,0.889165485,0.971707368,0.458963163,1.000370314
Q9BY11, PACSIN1 ,-0.527898991,-0.127300275,-0.9216212,-0.669116385,-0.420462034,-0.590622283
Q9BY12, SCAPER ,0.041418027,-0.149916153,-0.068577379,-0.026813659,-0.13706078,-0.014399273
Q9BY32, ITPA ,0.517059286,-0.008219241,0.369899745,-0.348111476,0.263075796,-1.091100626
Q9BY42, RTFDC1 ,-0.567718689,-0.746064327,-0.645227025,-0.798749345,-0.688334203,-0.619484653
Q9BY43, CHMP4A ,0.718442149,1.176829443,1.494589479,1.075713024,1.31904907,0.837052507
Q9BY44, EIF2A ,0.925994647,0.979474248,0.876594161,0.551947316,0.655880858,0.892212482
Q9BY49, PECR ,-2.056404224,-2.05592799,-1.998898434,-2.530897428,-2.814823263,-1.640319536
Q9BY67, CADM1 ,-1.417514449,-1.718686647,-1.349450927,-1.019225188,-1.302975278,-1.268339101
Q9BYB0, SHANK3 ,-2.339166398,-3.003369694,-2.75861265,-2.692402715,-2.361384032,-2.472784335
Q9BYC8, MRPL32 ,-2.465893371,-2.076844608,-1.797077731,-3.124580285,-2.684684405,-2.357503848
Q9BYC9, MRPL20 ,-3.11491386,-3.040470879,-2.317454847,-3.352703589,-2.717407059,-2.985601505
Q9BYD1, MRPL13 ,0.004154538,0.180353689,0.230320501,-0.231289361,0.241219784,0.077005776
Q9BYD2, MRPL9 ,-0.013511748,-0.259977831,0.027625037,-0.106493422,0.092736911,0.278630595
Q9BYD3, MRPL4 ,1.185932855,0.864020123,1.450208045,1.103466499,1.609249138,1.326213385
Q9BYD6, MRPL1 ,1.758533007,1.882720855,2.240135341,1.692435442,2.249128235,1.926261513
Q9BYF1, ACE2 ,-5.605986073,-5.457007656,-5.321924215,-5.166873455,-5.076862147,-5.440511704
Q9BYI3, FAM126A ,-3.697330232,-3.669434197,-3.209926172,-3.682697743,-3.437174265,-3.639106189
Q9BYJ9, YTHDF1 ,-4.563966849,-4.485953192,-4.813816871,-4.399582122,-4.621333985,-4.458787184
Q9BYM8, RBCK1 ,0.475249463,0.772690799,0.484323463,0.700992767,0.618281731,0.311947984
Q9BYN0, SRXN1 ,-2.67451215,-1.90788809,-2.167753234,-2.090628625,-2.343336637,-2.498819398
Q9BYN8, MRPS26 ,1.261663703,1.621043015,1.68211747,1.352904781,1.86591692,1.556862352
Q9BYP7, WNK3 ,-4.290273109,-4.194533381,-4.289858649,-4.209630479,-4.332040356,-4.25117498
Q9BYT3, STK33 ,-4.388424077,-4.379788545,-4.800048861,-4.29895998,-4.082039372,-4.806650188
Q9BYT8, NLN ,1.526601512,1.303761399,1.824452052,1.440874667,1.335360573,1.806647831
Q9BYV2, TRIM54 ,2.461370917,2.548012541,2.275609642,2.742141478,2.145002658,2.529149485
Q9BYV6, TRIM55 ,2.317741352,2.16313379,2.213418003,2.402048273,2.345346358,2.455971265
Q9BYV7, BCO2 ,2.7944067,2.080051483,0.136558729,1.882437252,1.669032369,2.436904422
Q9BYV8, CEP41 ,-3.538389117,-4.148437721,-3.404931942,-3.332099493,-3.615032665,-3.17537007
Q9BZ23, PANK2 ,-1.375506684,-1.574498856,-1.336875391,-1.491101118,-1.316104766,-1.716675068
Q9BZ29, DOCK9 ,0.813218958,0.329818261,0.540558916,0.633739802,0.460287261,0.797747131
Q9BZ67, FRMD8 ,-1.464057917,-1.379532629,-1.479183368,-1.491701066,-1.50767566,-1.584071402
Q9BZD3, GCOM2,-0.87094755,-0.643135798,-0.794363969,-0.661873619,-0.622696959,-0.906451746
Q9BZE1, MRPL37 ,1.544462983,1.233372071,1.773279907,1.425656741,1.759935898,1.413521826
Q9BZE9, ASPSCR1 ,-1.459507175,-1.628685038,-1.483974788,-0.647228889,-0.740757166,-1.764599801
Q9BZF3, OSBPL6 ,-1.503158653,-1.411588408,-1.694665192,-1.518226618,-1.801057676,-1.578327855
Q9BZF9, UACA ,2.613150835,2.601748021,2.517743968,2.811078201,2.694763794,2.757454391
Q9BZG1, RAB34 ,-4.89134996,-4.475364647,-4.152789116,-3.264840741,-3.114143894,-4.506543214
Q9BZK3, NACAP1 ,-0.61171345,-0.888195834,-1.177379258,-0.835516995,-0.695152308,-0.673174321
Q9BZK7, TBL1XR1 ,-2.435603208,-2.318762477,-2.318861928,-2.406624958,-2.645082693,-2.613472802
Q9BZL1, UBL5 ,0.552796512,1.21546004,1.143548175,0.420500388,0.314963006,0.527523881
Q9BZL4, PPP1R12C ,3.229137663,3.051048069,3.276908357,3.581594258,3.099087289,2.915689089
Q9BZQ8, FAM129A ,4.438750715,4.596671421,4.181980425,4.538648674,4.370712857,4.469550959
Q9BZV1, UBXN6 ,1.566602311,1.555039862,1.390348887,1.554390442,1.439229184,1.303062742
Q9BZZ5, API5 ,1.092179787,1.095040991,0.927619046,1.250924101,0.980983605,1.119375485
Q9C005, DPY30 ,-0.394793952,-0.047884991,0.043398452,-0.099115064,-0.000890015,-0.016894135
Q9C035, TRIM5 ,-5.365068557,-4.718909663,-4.278714649,-5.023851575,-5.080218229,-5.11086388
Q9C040, TRIM2 ,-0.831404248,-0.72653088,-0.247753495,-1.524106178,-1.706182758,-1.263327678
Q9C0B0, UNK ,-0.139897055,0.079198345,-0.124174418,-0.089275052,0.067249634,-0.115104618
Q9C0B1, FTO ,-0.386394802,-0.397873978,-0.626034248,-0.719946051,-0.52961145,-0.534494651
Q9C0B5, ZDHHC5 ,1.020892393,1.053893207,0.676879957,0.427530103,0.611363613,0.906034041
Q9C0C2, TNKS1BP1 ,2.317215891,2.197132189,2.086930129,2.005090834,2.155815697,2.230885886
Q9C0C4, SEMA4C ,-6.424605931,-6.352185478,-6.056081196,-6.73494841,-5.837651592,-6.085261295
Q9C0C9, UBE2O ,2.776434331,2.658356475,2.555527634,2.655320333,2.604289667,2.635796597
Q9C0D0, PHACTR1 ,-1.62968154,-1.757325089,-1.946403801,-1.351265622,-0.756890818,-1.153903888
Q9C0D3, ZYG11B ,-2.949911696,-3.630883212,-3.056639436,-3.004954682,-3.370471704,-3.462500454
Q9C0D5, TANC1 ,1.723819873,1.743191959,1.478533667,1.733440497,1.63998163,1.536966678
Q9C0D9, EPT1 ,-3.191807459,-2.837266404,-3.543615241,-3.126181645,-3.972938072,-4.267876794
Q9C0E8, LNP ,1.660412997,1.909787226,1.729568826,1.84134543,2.080910597,1.832055024
Q9C0I1, MTMR12 ,-0.371044051,-0.220735965,-0.316742323,-0.358852882,-0.689735299,-0.461087983
Q9GZM5, YIPF3 ,-4.881457837,-5.290152703,-4.496378372,-4.931749118,-4.988027864,-4.593970995
Q9GZM7, TINAGL1 ,-0.104309964,-0.052637402,-0.049866356,0.29418373,0.657429701,0.011485144
Q9GZP4, PITHD1 ,1.500990242,1.403627549,1.671623361,1.169652325,0.979347301,0.166265835
Q9GZQ3, COMMD5 ,-2.97059377,-2.965832078,-2.240825373,-2.848829331,-2.562212155,-2.68937358
Q9GZQ8, MAP1LC3B,-3.738124559,-4.541976559,-3.827825821,-3.484350927,-3.275966632,-3.810992706
Q9GZR7, DDX24 ,-4.710088468,-5.406121735,-4.619001823,-3.659539324,-4.291280298,-4.231106616
Q9GZS3, WDR61 ,-0.090214382,-0.210584142,-0.101825145,-0.019441448,-0.250881698,-0.132103179
Q9GZT3, SLIRP ,2.887142139,2.984950638,2.88072086,2.68402629,2.697637244,3.226908133
Q9GZT4, SRR ,-3.089721164,-3.577333196,-2.206596001,-2.75276378,-2.620748429,-2.307643632
Q9GZT6, CCDC90B ,0.705033077,1.24037332,1.426572922,1.019372442,1.186959167,1.247900983
Q9GZT8, NIF3L1 ,-0.054352472,-0.260501353,-0.131548621,-0.272449585,-0.492749582,-0.383345758
Q9GZT9, EGLN1 ,0.722965665,1.045235004,0.46038632,1.275283716,1.333013459,0.747933765
Q9GZU7, CTDSP1 ,-0.811678064,-1.096923145,-0.808251158,-0.533959008,-0.511387191,-0.300398826
Q9GZU8, FAM192A ,0.671903577,0.636133624,0.514344449,0.517272063,0.513148881,0.602185382
Q9GZV1, ANKRD2 ,2.295915853,2.875546616,1.159988051,4.714319695,1.168427524,1.383986779
Q9GZV4, EIF5A2 ,-1.219483994,-1.605621272,-1.870743607,-1.058772774,-1.457487891,-1.55969643
Q9GZY4, COA1 ,0.433967566,0.185263603,0.530299193,0.361865752,0.246392243,0.394685011
Q9GZY8, MFF ,1.571491427,1.709740395,1.516878184,1.726751217,1.912500955,1.657820229
Q9GZZ1, NAA50 ,-2.063124213,-1.497070306,-1.730023766,-1.415955329,-1.718795824,-1.790927083
Q9GZZ9, UBA5 ,0.964189711,0.921633197,0.781111229,0.978675717,0.894047447,0.75116317
Q9H000, MKRN2 ,-1.625448204,-1.085306187,-1.850114537,-1.45461723,-1.422790124,-1.842705843
Q9H008, LHPP ,0.697846845,0.088580922,1.469061635,-0.008667942,0.579482579,0.775924905
Q9H019, MTFR1L ,0.258349153,0.8720431,0.591727239,0.491914268,0.877135902,0.232462251
